title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,genre_encoded,console_encoded,publisher_encoded
super puzzle fighter ii,Gba,Puzzle,Capcom,Atomic Planet Entertainment,7.3,0.09,0.06,0.0,0.02,0.0,2003.0,11,6,107
motogp 14,X360,Racing,Namco Bandai Games,Milestone S.R.L.,7.3,0.09,0.05,0.0,0.03,0.01,2014.0,12,35,437
shox,Ps2,Racing,Electronic Arts,Electronic Arts,7.3,0.09,0.05,0.0,0.04,0.01,2002.0,12,21,178
nickelodeon kart racers,Xone,Racing,Gamemill Entertainment,Bamtang,7.3,0.09,0.08,0.0,0.0,0.01,2018.0,12,38,235
crash 'n' burn,Xb,Racing,Eidos Interactive,Climax Group,7.3,0.09,0.07,0.0,0.02,0.0,2004.0,12,36,174
junior mystery quest,Ds,Puzzle,Unknown,Navarre Corp,7.3,0.09,0.07,0.0,0.01,0.01,2011.0,11,4,693
challenge me: brain puzzles 2,Ds,Puzzle,O-Games,O Games,7.3,0.09,0.05,0.0,0.04,0.01,2010.0,11,4,472
puchi puchi virus,Ds,Puzzle,Nis America,Keys Factory,7.4,0.09,0.08,0.0,0.0,0.01,2009.0,11,4,463
hello kitty's cube frenzy,Ps,Puzzle,Newkidco,Culture Publishers,7.3,0.09,0.05,0.0,0.03,0.01,1999.0,11,20,450
pipe mania,Ds,Puzzle,Empire Interactive,Razorworks Studios,7.3,0.09,0.08,0.0,0.01,0.01,2008.0,11,4,181
nights of azure,Ps4,Action,Tecmo Koei,Gust,7.3,0.09,0.04,0.0,0.04,0.02,2016.0,0,23,644
barbie and the magic of pegasus,Gba,Action,Vivendi Games,Vu Games,7.3,0.09,0.07,0.0,0.02,0.0,2005.0,0,6,712
rygar: the battle of argus,Wii,Action,Tecmo,Tecmo,7.3,0.09,0.09,0.0,0.0,0.01,2009.0,0,31,643
retro game challenge (us sales),Ds,Action,Xseed Games,Bandai Namco Games,7.3,0.09,0.09,0.0,0.0,0.0,2009.0,0,4,729
ninja gaiden black,Xb,Action,Tecmo,Team Ninja,9.5,0.09,0.07,0.0,0.02,0.0,2005.0,0,36,643
beowulf: the game,Psp,Action,Ubisoft,Ubisoft,7.3,0.09,0.08,0.0,0.0,0.01,2007.0,0,25,685
barnyard,Ps2,Action,Thq,Blue Tongue,7.3,0.09,0.05,0.0,0.04,0.01,2006.0,0,21,657
teenage mutant ninja turtles: mutants in manhattan,X360,Action,Activision,Platinumgames,7.3,0.09,0.03,0.0,0.06,0.01,2016.0,0,35,23
rapala pro bass fishing 2010,Psp,Sports,Activision,Fun Labs,7.3,0.09,0.08,0.0,0.0,0.02,2010.0,17,25,23
pro yakyuu greatest nine 98,Sat,Sports,Sega,Nextech,7.3,0.09,0.0,0.09,0.0,0.0,1998.0,17,27,566
ncaa march madness 08,Ps3,Sports,Ea Sports,Ea Canada,7.3,0.09,0.08,0.0,0.0,0.01,2007.0,17,22,167
let's ride! silver buckle stables,Ps2,Sports,Thq,Coresoft,7.3,0.09,0.05,0.0,0.04,0.01,2006.0,17,21,657
island xtreme stunts,Ps2,Action,Electronic Arts,Silicon Dreams,7.3,0.09,0.04,0.0,0.03,0.01,2002.0,0,21,178
toy soldiers: war chest,Ps4,Action,Ubisoft,Signal Studios,7.3,0.09,0.07,0.0,0.0,0.02,2015.0,0,23,685
bladestorm: the hundred years' war,X360,Action,Koei,Omega Force,6.9,0.09,0.08,0.0,0.01,0.01,2007.0,0,35,350
altered beast: guardian of the realms,Gba,Action,Thq,3D6 Games,6.5,0.09,0.07,0.0,0.02,0.0,2002.0,0,6,657
deadliest catch: sea of chaos,X360,Sports,Crave Entertainment,Double Tap,7.3,0.09,0.08,0.0,0.0,0.01,2010.0,17,35,128
alien monster bowling league,Wii,Sports,Destineer,Perpetual Fx Creative,7.3,0.09,0.09,0.0,0.0,0.01,2009.0,17,31,146
rugby league live 4,Ps4,Sports,Tru Blu Entertainment,Big Ant Studios,7.3,0.09,0.0,0.0,0.08,0.01,2017.0,17,23,677
agassi tennis generation,Ps2,Sports,Dreamcatcher Interactive,Aqua Pacific,7.3,0.09,0.04,0.0,0.03,0.01,2003.0,17,21,161
bass pro shops: the hunt,X360,Sports,Griffin International,Piranha Games,7.3,0.09,0.08,0.0,0.0,0.01,2010.0,17,35,262
go play: city sports,Wii,Sports,Majesco,Digital Embryo,7.3,0.09,0.08,0.0,0.0,0.01,2009.0,17,31,375
jikkyou powerful pro yakyuu 14 ketteiban,Ps2,Sports,Konami,Pawapuro Production,7.3,0.09,0.0,0.09,0.0,0.0,2007.0,17,21,353
major league baseball 2k11,Ds,Sports,2K Sports,Visual Concepts,7.3,0.09,0.08,0.0,0.0,0.01,2011.0,17,4,7
green lantern: rise of the manhunters,Wii,Action,Warner Bros. Interactive,Griptonite Games,5.5,0.09,0.05,0.0,0.03,0.01,2011.0,0,31,717
mind quiz,Psp,Action,Ubisoft,Sega,7.3,0.09,0.08,0.0,0.01,0.01,2006.0,0,25,685
earth defense force 2: invaders from planet space,Psv,Action,Xseed Games,Sandlot,7.3,0.09,0.04,0.04,0.0,0.01,2015.0,0,26,729
generator rex: agent of providence,Wii,Action,Activision,Virtuos,7.3,0.09,0.07,0.0,0.01,0.01,2011.0,0,31,23
shrek superslam,Xb,Action,Activision,Shaba Games,7.3,0.09,0.07,0.0,0.02,0.0,2005.0,0,36,23
new legends,Xb,Action,Thq,Infinite Machine,7.3,0.09,0.07,0.0,0.02,0.0,2002.0,0,36,657
little league world series baseball 2008,Wii,Sports,Activision,Now Production,7.3,0.09,0.09,0.0,0.0,0.01,2008.0,17,31,23
fishing master world tour,Wii,Sports,Hudson Entertainment,Hudson Soft,7.3,0.09,0.08,0.0,0.0,0.01,2009.0,17,31,292
dreamer series: teacher,Ds,Simulation,Dreamcatcher Interactive,Zigzag Island,7.3,0.09,0.08,0.0,0.0,0.01,2009.0,16,4,161
harvest moon: boy & girl,Psp,Simulation,Natsume,Marvelous Interactive,6.1,0.09,0.08,0.0,0.0,0.01,2007.0,16,25,438
sotsugyou crossworld,Ps,Simulation,Hearty Robin,Hearty Robin,7.3,0.09,0.0,0.08,0.0,0.01,1996.0,16,20,282
mxgp 3: the official motocross videogame,Xone,Racing,Milestone,Milestone,7.3,0.09,0.06,0.0,0.02,0.01,2017.0,12,38,414
indianapolis 500 legends,Ds,Racing,Destineer,Torus Games,7.3,0.09,0.08,0.0,0.0,0.01,2007.0,12,4,146
monster jam: urban assault,Psp,Racing,Activision,Torus Games,7.3,0.09,0.08,0.0,0.0,0.01,2008.0,12,25,23
speed kings,Ps2,Racing,Acclaim Entertainment,Climax Entertainment,7.3,0.09,0.05,0.0,0.04,0.01,2003.0,12,21,20
motogp,Xb,Racing,Thq,Climax Group,7.3,0.09,0.07,0.0,0.02,0.0,2002.0,12,36,657
r: racing evolution,Xb,Racing,Namco,Namco,7.3,0.09,0.06,0.0,0.02,0.0,2003.0,12,36,435
rollcage stage ii,Ps,Racing,Midway Games,Attention To Detail,7.3,0.09,0.05,0.0,0.03,0.01,2000.0,12,20,413
top gear rally,Gba,Racing,Nintendo,Tantalus Interactive,7.3,0.09,0.06,0.0,0.02,0.0,2003.0,12,6,457
busy scissors,Wii,Simulation,Little Orbit,Little Orbit,7.3,0.09,0.08,0.0,0.0,0.01,2010.0,16,31,366
wing commander iv: the price of freedom,Ps,Simulation,Origin Systems,"Origin Systems, Inc.",7.3,0.09,0.05,0.0,0.03,0.01,1997.0,16,20,480
reading training,Ds,Simulation,Benesse,Intelligent Systems,7.3,0.09,0.0,0.08,0.0,0.0,2007.0,16,4,83
sega bass fishing,Dc,Sports,Sega,Sega-Am1,7.3,0.09,0.0,0.09,0.0,0.0,1999.0,17,3,566
world stadium 5,Ps,Sports,Namco,Namco,7.3,0.09,0.0,0.09,0.0,0.01,2001.0,17,20,435
mlb superstars,Wii,Sports,2K Sports,Deep Fried Entertainment,7.3,0.09,0.08,0.0,0.0,0.01,2008.0,17,31,7
jikkyou powerful pro yakyuu 2012,Psv,Sports,Konami Digital Entertainment,Konami,7.3,0.09,0.0,0.09,0.0,0.0,2012.0,17,26,354
mlb 2k9 fantasy all-stars,Ds,Sports,2K Sports,Take-Two Interactive,7.3,0.09,0.08,0.0,0.0,0.01,2009.0,17,4,7
mlb slugfest loaded,Xb,Sports,Midway Games,Point Of View,7.3,0.09,0.07,0.0,0.02,0.0,2004.0,17,36,413
nfl blitz 20-02,Xb,Sports,Midway Games,Point Of View,7.3,0.09,0.07,0.0,0.02,0.0,2002.0,17,36,413
world soccer winning eleven 2010: aoki samurai no chousen,Ps2,Sports,Konami,Konami,7.3,0.09,0.0,0.09,0.0,0.0,2010.0,17,21,353
mutant football league: dynasty edition,Ns,Sports,Nighthawk Interactive,Digital Dreams,7.3,0.09,0.08,0.0,0.0,0.01,2018.0,17,15,454
major league baseball 2k7,Psp,Sports,2K Sports,Visual Concepts,6.3,0.09,0.08,0.0,0.0,0.01,2007.0,17,25,7
wacky world of sports,Wii,Sports,Sega,Sega,7.3,0.09,0.08,0.0,0.0,0.01,2009.0,17,31,566
fifa soccer 12,Ps2,Sports,Ea Sports,Ea Canada,7.3,0.09,0.0,0.0,0.02,0.06,2011.0,17,21,167
world cup '98 france: road to win,Sat,Sports,Sega,Sega,7.3,0.09,0.0,0.09,0.0,0.0,1998.0,17,27,566
mlb slugfest 20-04,Xb,Sports,Midway Games,Criterion Games,7.3,0.09,0.07,0.0,0.02,0.0,2003.0,17,36,413
backyard sports: sandlot sluggers,X360,Sports,Atari,Atari Games,7.3,0.09,0.09,0.0,0.0,0.01,2010.0,17,35,68
fifa 2001: major league soccer,Ps2,Sports,Ea Sports,Ea Canada,7.3,0.09,0.0,0.09,0.0,0.0,2000.0,17,21,167
espn nba 2night,Ps2,Sports,Konami,Konami Computer Entertainment Osaka,7.3,0.09,0.05,0.0,0.04,0.01,2001.0,17,21,353
ribbit king,Ps2,Sports,Bandai,Bandai,7.3,0.09,0.05,0.0,0.04,0.01,2004.0,17,21,78
winning post 6,Ps2,Sports,Koei,Koei/Inis,7.3,0.09,0.0,0.09,0.0,0.0,2003.0,17,21,350
field & stream: total outdoorsman challenge,X360,Sports,505 Games,Beast Studios S.R.L.,7.3,0.09,0.09,0.0,0.0,0.01,2010.0,17,35,11
cabela's big game hunter,Gba,Sports,10Tacle Studios,Imagebuilder Software,7.3,0.09,0.07,0.0,0.02,0.0,2002.0,17,6,0
world championship games: a track & field event,Ds,Sports,Game Factory,Code Monkeys,7.3,0.09,0.08,0.0,0.0,0.01,2009.0,17,4,230
yourself fitness,Xb,Sports,Respondesign,"Respondesign, Inc.",7.3,0.09,0.07,0.0,0.02,0.0,2004.0,17,36,545
nhl 2k8,Ps3,Sports,2K Sports,Kush Games,7.3,0.09,0.08,0.0,0.01,0.01,2007.0,17,22,7
big league sports: summer,Wii,Sports,Activision,Koolhaus Games,7.3,0.09,0.09,0.0,0.0,0.01,2009.0,17,31,23
championship foosball,Wii,Sports,505 Games,Del,7.3,0.09,0.09,0.0,0.0,0.01,2008.0,17,31,11
nfl blitz 20-02,Gc,Sports,Midway Games,Point Of View,7.3,0.09,0.07,0.0,0.02,0.0,2002.0,17,8,413
jikkyou powerful pro yakyuu portable 2,Psp,Sports,Konami,Pawapuro Productions,7.3,0.09,0.0,0.09,0.0,0.0,2007.0,17,25,353
rugby 2005,Ps2,Sports,Ea Sports,Hb Studios Multimedia,7.3,0.09,0.04,0.0,0.03,0.01,2005.0,17,21,167
pro evolution soccer 2012,Pc,Sports,Konami,Konami,7.0,0.09,0.0,0.0,0.07,0.02,2011.0,17,17,353
jikkyou powerful pro yakyuu 2000 ketteiban,Ps,Sports,Konami,Diamond Head,7.3,0.09,0.0,0.08,0.0,0.01,2000.0,17,20,353
pro evolution soccer 2018,Ps3,Sports,Konami Digital Entertainment,Konami Digital Entertainment,7.3,0.09,0.01,0.03,0.04,0.01,2017.0,17,22,354
remington super slam hunting: alaska,Wii,Sports,Mastiff,Mastiff,7.3,0.09,0.08,0.0,0.0,0.01,2011.0,17,31,384
transworld snowboarding,Xb,Sports,Atari,Housemarque,7.3,0.09,0.07,0.0,0.02,0.0,2002.0,17,36,68
major league baseball 2k9,Psp,Sports,2K Sports,Visual Concepts,6.0,0.09,0.08,0.0,0.0,0.01,2009.0,17,25,7
world soccer winning eleven 8 international,Xb,Sports,Konami,Konami Computer Entertainment Tokyo,7.3,0.09,0.07,0.0,0.02,0.0,2005.0,17,36,353
ski and shoot,Wii,Sports,Conspiracy Entertainment,49Games,7.3,0.09,0.04,0.0,0.04,0.01,2008.0,17,31,125
pro yakyuu spirits 2014,Psp,Sports,Konami Digital Entertainment,Konami,7.3,0.09,0.0,0.09,0.0,0.0,2014.0,17,25,354
jikkyou powerful pro yakyuu 9 ketteiban,Ps2,Sports,Konami,Diamond Head,7.3,0.09,0.0,0.09,0.0,0.0,2002.0,17,21,353
rugby 15,Xone,Sports,Maximum Games,Hb Studios,7.3,0.09,0.03,0.0,0.05,0.01,2015.0,17,38,388
derby stallion,Sat,Sports,Ascii Entertainment,Paritybit,7.3,0.09,0.0,0.09,0.0,0.0,1999.0,17,27,58
nba 2k18,Ps3,Sports,2K Sports,Visual Concepts,7.0,0.09,0.06,0.01,0.01,0.01,2017.0,17,22,7
fifa street 3,Ds,Sports,Ea Sports Big,Ea Canada,7.3,0.09,0.06,0.0,0.02,0.01,2008.0,17,4,168
captain tsubasa: aratanaru densetsu joshou,Ps,Sports,Konami,Konami,7.3,0.09,0.0,0.08,0.0,0.01,2002.0,17,20,353
the incredibles: rise of the underminer,Xb,Action,Thq,Heavy Iron Studios,6.5,0.09,0.06,0.0,0.02,0.0,2005.0,0,36,657
captain america: super soldier,3Ds,Action,Sega,Sega,5.0,0.09,0.05,0.0,0.03,0.01,2011.0,0,2,566
destroy all humans! path of the furon,Ps3,Action,Unknown,Sandblast Games,5.0,0.09,0.0,0.0,0.08,0.01,2020.0,0,22,693
romance of the three kingdoms xii,Ps3,Strategy,Tecmo Koei,Tecmo Koei Games,7.3,0.09,0.0,0.09,0.0,0.0,2012.0,18,22,644
yu-gi-oh! gx: the beginning of destiny (us sales),Ps2,Strategy,Konami,Konami,7.3,0.09,0.05,0.0,0.04,0.01,2008.0,18,21,353
grand ages: medieval,Ps4,Strategy,Kalypso Media,Gaming Minds Studios,7.3,0.09,0.0,0.03,0.05,0.01,2015.0,18,23,338
return fire,Ps,Strategy,Time Warner Interactive,Silent Software Inc.,7.3,0.09,0.05,0.0,0.03,0.01,1996.0,18,20,660
hearts of iron iii,Pc,Strategy,Paradox Interactive,Paradox Interactive,7.9,0.09,0.04,0.0,0.04,0.01,2009.0,18,17,492
astro boy,Ps2,Action,Sega,Sonic Team,7.3,0.09,0.04,0.0,0.03,0.01,2004.0,0,21,566
def jam fight for ny: the takeover,Psp,Action,Electronic Arts,Aki Corp,8.0,0.09,0.08,0.0,0.0,0.01,2006.0,0,25,178
ghosthunter,Ps2,Action,Namco,Scee Cambridge,7.3,0.09,0.04,0.0,0.03,0.01,2004.0,0,21,435
charlotte's web,Ds,Action,Sega,Backbone Entertainment,7.3,0.09,0.08,0.0,0.0,0.01,2006.0,0,4,566
killer7,Ps2,Action,Capcom,Grasshopper Manufacture,6.5,0.09,0.04,0.0,0.03,0.01,2005.0,0,21,107
50 cent: bulletproof,Psp,Action,Vivendi Games,High Voltage Software,5.5,0.09,0.08,0.0,0.0,0.01,2006.0,0,25,712
dragon's dogma online,Ps4,Role-Playing,Capcom,Capcom,7.3,0.09,0.0,0.09,0.0,0.0,2015.0,13,23,107
shining resonance refrain,Ns,Role-Playing,Sega,Media.Vision,7.3,0.09,0.05,0.01,0.01,0.01,2018.0,13,15,566
wizardry: tale of the forsaken land,Ps2,Role-Playing,Atlus,Racjin,7.3,0.09,0.04,0.0,0.03,0.01,2001.0,13,21,70
lost heroes,3Ds,Role-Playing,Namco Bandai Games,Banpresto,7.3,0.09,0.0,0.09,0.0,0.0,2012.0,13,2,437
shin megami tensei: devil summoner - raidou kuzunoha vs the soulless army,Ps2,Role-Playing,Atlus,Atlus Co.,7.4,0.09,0.0,0.09,0.0,0.0,2006.0,13,21,70
rapid reload,Ps,Shooter,Sony Computer Entertainment,Media.Vision,7.3,0.09,0.0,0.09,0.0,0.01,1995.0,15,20,585
gradius v,Ps2,Shooter,Konami,"Treasure Co., Ltd.",7.3,0.09,0.05,0.0,0.04,0.01,2004.0,15,21,353
red faction: guerrilla re-mars-tered,Ps4,Shooter,Thq Nordic,Volition,7.3,0.09,0.04,0.0,0.04,0.02,2018.0,15,23,658
raiden fighters aces,X360,Shooter,Valcon Games,Gulti,7.3,0.09,0.06,0.0,0.03,0.01,2009.0,15,35,694
total overdose: a gunslinger's tale in mexico,Ps2,Shooter,Eidos Interactive,Deadline Games,7.3,0.09,0.04,0.0,0.04,0.01,2005.0,15,21,174
metal slug x,Ps,Shooter,Agetec,Prosoft,7.3,0.09,0.05,0.0,0.03,0.01,2001.0,15,20,29
top gun: firestorm advance,Gba,Shooter,Titus,Titus Software,7.3,0.09,0.07,0.0,0.02,0.0,2002.0,15,6,661
nerf n-strike: double blast bundle,Wii,Shooter,Electronic Arts,Ea Salt Lake,7.3,0.09,0.09,0.0,0.0,0.01,2010.0,15,31,178
robotron 64,N64,Shooter,Crave Entertainment,Player 1,7.3,0.09,0.07,0.0,0.02,0.0,1998.0,15,12,128
quantum theory,X360,Shooter,Tecmo Koei,Team Tachyon,7.3,0.09,0.06,0.0,0.02,0.01,2010.0,15,35,644
savage skies,Ps2,Shooter,Bam! Entertainment,Irock Interactive,7.3,0.09,0.04,0.0,0.03,0.01,2002.0,15,21,77
detana twinbee yahho! deluxe pack,Ps,Shooter,Konami,Konami,7.3,0.09,0.0,0.08,0.0,0.01,1995.0,15,20,353
damnation,Ps3,Shooter,Codemasters,Blue Omega Entertainment,3.6,0.09,0.07,0.0,0.01,0.01,2009.0,15,22,118
borderlands 2 vr,Ps4,Shooter,2K Games,Gearbox Software,7.3,0.09,0.07,0.0,0.0,0.02,2018.0,15,23,5
defender,Xb,Shooter,Midway Games,7 Studios,7.3,0.09,0.07,0.0,0.02,0.0,2002.0,15,36,413
sniper elite,Xb,Shooter,Namco,Rebellion Developments,7.3,0.09,0.07,0.0,0.02,0.0,2005.0,15,36,435
duke nukem 3d: 20th anniversary world tour,Ps4,Shooter,Gearbox Software,Gearbox Software,7.3,0.09,0.07,0.0,0.0,0.02,2016.0,15,23,241
lethal enforcers,Snes,Shooter,Konami,Konami,7.3,0.09,0.0,0.09,0.0,0.0,1994.0,15,29,353
strange brigade,Ps4,Shooter,Rebellion Developments,Rebellion Developments,7.3,0.09,0.05,0.0,0.03,0.02,2018.0,15,23,533
crysis: maximum edition,Pc,Shooter,Electronic Arts,Crytek,7.3,0.09,0.0,0.0,0.07,0.02,2009.0,15,17,178
invasion from beyond,Ps,Shooter,Gt Interactive,King Of The Jungle,7.3,0.09,0.05,0.0,0.03,0.01,1998.0,15,20,265
shellshock 2: blood trails,X360,Shooter,Eidos Interactive,Rebellion Developments,3.2,0.09,0.05,0.0,0.03,0.01,2009.0,15,35,174
xiii,Gc,Shooter,Ubisoft,Ubisoft Paris,7.3,0.09,0.07,0.0,0.02,0.0,2003.0,15,8,685
f.e.a.r. files,X360,Shooter,Sierra Entertainment,Timegate Studios/Day 1 Studios,6.9,0.09,0.07,0.0,0.01,0.01,2007.0,15,35,571
codename tenka,Ps,Shooter,Sony Computer Entertainment,Psygnosis,7.0,0.09,0.05,0.0,0.03,0.01,1997.0,15,20,585
shin megami tensei,Ps,Role-Playing,Atlus,Atlus Co.,7.3,0.09,0.0,0.09,0.0,0.01,2001.0,13,20,70
romance of the three kingdoms x,Ps2,Strategy,Koei,Koei,7.3,0.09,0.04,0.0,0.03,0.01,2005.0,18,21,350
brigandine: the legend of forsena,Ps,Strategy,Atlus,Hearty Robin,7.3,0.09,0.05,0.0,0.03,0.01,1998.0,18,20,70
tom clancy's endwar,Ds,Strategy,Ubisoft,Funatics Software,7.3,0.09,0.08,0.0,0.01,0.01,2008.0,18,4,685
castlevania: lords of shadow 2,X360,Action-Adventure,Konami Digital Entertainment,Mercury Steam,7.3,0.09,0.02,0.0,0.06,0.01,2014.0,1,35,354
invizimals: the alliance,Psv,Action-Adventure,Sony Computer Entertainment,Novarama,7.3,0.09,0.0,0.0,0.07,0.02,2014.0,1,26,585
the amazing spider-man (2012),Wiiu,Action-Adventure,Activision,Beenox,6.0,0.09,0.05,0.0,0.04,0.01,2013.0,1,32,23
lock's quest,Ds,Strategy,Thq,5Th Cell,7.3,0.09,0.08,0.0,0.0,0.01,2008.0,18,4,657
populous ds,Ds,Strategy,Xseed Games,Genki,7.3,0.09,0.07,0.02,0.0,0.01,2008.0,18,4,729
langrisser v: the end of legend,Sat,Strategy,Ncs,Career Soft,7.3,0.09,0.0,0.09,0.0,0.0,1998.0,18,27,441
populous: the beginning,Ps,Strategy,Electronic Arts,Bullfrog Productions,7.3,0.09,0.05,0.0,0.04,0.01,1999.0,18,20,178
dungeons,Pc,Strategy,Kalypso,Kalypso Media,6.5,0.09,0.07,0.0,0.02,0.01,2011.0,18,17,337
supreme commander,X360,Strategy,Aspyr,Gas Powered Games,5.7,0.09,0.07,0.0,0.01,0.01,2008.0,18,35,64
r-type command,Psp,Strategy,Atlus,Irem Software Engineering,7.3,0.09,0.07,0.01,0.0,0.02,2008.0,18,25,70
black & white 2,Pc,Strategy,Electronic Arts,Lionhead Studios,7.3,0.09,0.01,0.0,0.07,0.01,2005.0,18,17,178
theme hospital,Ps,Strategy,Electronic Arts,Krisalis Software,7.2,0.09,0.03,0.03,0.02,0.01,1998.0,18,20,178
metropolismania,Ps2,Strategy,Natsume,Indi Software,6.8,0.09,0.04,0.0,0.03,0.01,2002.0,18,21,438
cardfight!! vanguard: ride to victory!!,3Ds,Strategy,Furyu Corporation,Furyu,7.3,0.09,0.0,0.09,0.0,0.0,2013.0,18,2,221
inuyasha: secret of the divine jewel,Ds,Role-Playing,Namco Bandai,Art,7.3,0.09,0.09,0.0,0.0,0.01,2007.0,13,4,436
the technomancer,Ps4,Role-Playing,Focus Home Interactive,Spiders,7.3,0.09,0.04,0.0,0.04,0.02,2016.0,13,23,207
summon night 6: lost borders,Psv,Role-Playing,Gaijinworks,Media.Vision,7.3,0.09,0.02,0.07,0.0,0.01,2017.0,13,26,226
chou jigen game neptune mk-ii,Ps3,Role-Playing,Compile Heart,Compile Heart,7.3,0.09,0.0,0.09,0.0,0.0,2011.0,13,22,124
we happy few,Xone,Action-Adventure,Gearbox Software,Compulsion Games,7.3,0.09,0.07,0.0,0.01,0.01,2018.0,1,38,241
glory days 2,Ds,Strategy,Secret Stash Games,Odenis Studio,7.3,0.09,0.08,0.0,0.0,0.01,2007.0,18,4,565
nobunaga's ambition: iron triangle,Ps2,Strategy,Koei,Koei,7.3,0.09,0.04,0.0,0.03,0.01,2009.0,18,21,350
wild arms: alter code f,Ps2,Role-Playing,Agetec,Media.Vision,7.2,0.09,0.05,0.0,0.04,0.01,2005.0,13,21,29
mimana iyar chronicle,Psp,Role-Playing,Aksys Games,"Kogado Studio, Inc.",7.3,0.09,0.07,0.01,0.0,0.01,2010.0,13,25,31
fighting fantasy: the warlock of firetop mountain,Ds,Role-Playing,Aspyr,Big Blue Bubble,7.3,0.09,0.08,0.0,0.0,0.01,2009.0,13,4,64
riviera: the promised land,Psp,Role-Playing,Atlus,Sting,7.3,0.09,0.07,0.02,0.0,0.01,2007.0,13,25,70
skies of arcadia,Dc,Role-Playing,Sega,Overworks,9.2,0.09,0.0,0.09,0.0,0.0,2000.0,13,3,566
blood of bahamut,Ds,Role-Playing,Square Enix,Square Enix,7.3,0.09,0.0,0.09,0.0,0.0,2009.0,13,4,601
lilie no atelier: salburg no renkinjutsushi 3,Ps2,Role-Playing,Gust,Gust,7.3,0.09,0.0,0.09,0.0,0.0,2001.0,13,21,270
dark souls trilogy,Ps4,Role-Playing,Bandai Namco Entertainment,From Software,7.3,0.09,0.07,0.01,0.0,0.02,2018.0,13,23,79
last rebellion,Ps3,Role-Playing,Nis America,Hit Maker,4.8,0.09,0.06,0.01,0.01,0.01,2010.0,13,22,463
spectral force genesis,Ds,Role-Playing,Ignition Entertainment,Neverland Company,7.3,0.09,0.08,0.01,0.0,0.01,2010.0,13,4,303
fullmetal alchemist: dual sympathy,Ds,Role-Playing,Destineer,Bandai,7.3,0.09,0.05,0.04,0.0,0.0,2006.0,13,4,146
naruto rpg 3: rejiuu vs konoha shoutai,Ds,Role-Playing,Takara Tomy,Takara Tomy,7.3,0.09,0.0,0.09,0.0,0.0,2006.0,13,4,630
beyblade burst,3Ds,Role-Playing,Furyu Corporation,Furyu,7.3,0.09,0.0,0.09,0.0,0.0,2016.0,13,2,221
new class of heroes mono: toki no gakuen,Psp,Role-Playing,Acquire,Zerodiv,7.3,0.09,0.0,0.09,0.0,0.0,2012.0,13,25,22
"saiyuuki: kinkaku, ginkaku no inbou",Ds,Role-Playing,D3 Publisher,D3 Publisher,7.3,0.09,0.0,0.09,0.0,0.0,2007.0,13,4,135
justice league heroes,Ds,Role-Playing,Warner Bros. Interactive,Sensory Sweep,7.3,0.09,0.08,0.0,0.0,0.01,2006.0,13,4,717
soul nomad & the world eaters (jp sales),Ps2,Role-Playing,Nis America,Nippon Ichi Software,7.3,0.09,0.0,0.09,0.0,0.0,2007.0,13,21,463
dragon quest heroes i & ii for nintendo switch,Ns,Role-Playing,Square Enix,Omega Force,7.3,0.09,0.0,0.09,0.0,0.0,2017.0,13,15,601
summon night 6: lost borders,Ps4,Role-Playing,Gaijinworks,Media.Vision,7.3,0.09,0.03,0.05,0.0,0.01,2017.0,13,23,226
dark angel: vampire apocalypse,Ps2,Role-Playing,Metro 3D,Metro3D,4.6,0.09,0.04,0.0,0.03,0.01,2001.0,13,21,403
dark rose valkyrie,Ps4,Role-Playing,Idea Factory International,Compile Heart,7.3,0.09,0.04,0.04,0.0,0.01,2017.0,13,23,299
atelier totori: the adventurer of arland,Psv,Role-Playing,Gust,Gust,7.3,0.09,0.0,0.09,0.0,0.0,2012.0,13,26,270
knights in the nightmare,Psp,Role-Playing,Atlus,Sting,8.0,0.09,0.06,0.02,0.0,0.01,2010.0,13,25,70
kurikin: nano island story,Ds,Role-Playing,Nintendo,Media Kite,7.3,0.09,0.0,0.09,0.0,0.0,2007.0,13,4,457
ys i & ii chronicles,Psp,Role-Playing,Xseed Games,Nihon Falcom Corporation,6.4,0.09,0.05,0.03,0.0,0.01,2011.0,13,25,729
exist archive: the other side of the sky,Psv,Role-Playing,Aksys Games,Tri-Ace,7.3,0.09,0.02,0.06,0.0,0.01,2016.0,13,26,31
spectral force 3,X360,Role-Playing,Atlus,Xpec Entertainment,5.9,0.09,0.08,0.0,0.0,0.01,2008.0,13,35,70
digimon world re:digitize decode,3Ds,Role-Playing,Namco Bandai Games,Tri-Crescendo,7.3,0.09,0.0,0.09,0.0,0.0,2013.0,13,2,437
digimon world 4,Gc,Role-Playing,Bandai,Bandai,5.2,0.09,0.07,0.0,0.02,0.0,2005.0,13,8,78
grand kingdom,Psv,Role-Playing,Nis America,Monochrome Corporation,7.3,0.09,0.02,0.05,0.01,0.01,2016.0,13,26,463
nights of azure,Ps4,Role-Playing,Tecmo Koei,Gust,7.3,0.09,0.0,0.09,0.0,0.0,2016.0,13,23,644
nobunaga's ambition: sphere of influence - ascension,Ps4,Strategy,Tecmo Koei,Koei Tecmo Games,7.3,0.09,0.03,0.06,0.0,0.01,2016.0,18,23,644
neo atlas,Ps,Strategy,Artdink,Flip Flop Production,7.3,0.09,0.0,0.09,0.0,0.01,1998.0,18,20,52
